MatchDate,Season,Model,HomeTeam,AwayTeam,P_H,P_D,P_A,Actual,PSH,PSD,PSA,PSCH,PSCD,PSCA
2019-09-14,2019-2020,Weight_50_50,Utrecht,FC Emmen,0.6702,0.2017,0.1281,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_50_50,For Sittard,Twente,0.2575,0.2468,0.4957,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_50_50,Heracles,Willem II,0.4377,0.2501,0.3122,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_50_50,Zwolle,Waalwijk,0.6502,0.1946,0.1552,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_50_50,Feyenoord,Den Haag,0.6272,0.2107,0.1621,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_50_50,Twente,Heracles,0.5107,0.2491,0.2402,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_50_50,Sparta Rotterdam,Waalwijk,0.8489,0.1003,0.0508,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_50_50,Groningen,Zwolle,0.4552,0.3193,0.2255,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_50_50,Willem II,VVV Venlo,0.5023,0.2505,0.2472,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_50_50,Vitesse,For Sittard,0.8274,0.1184,0.0543,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_50_50,Heerenveen,Utrecht,0.3417,0.2657,0.3927,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_50_50,FC Emmen,Feyenoord,0.186,0.2308,0.5832,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_50_50,Den Haag,AZ Alkmaar,0.2803,0.2901,0.4296,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_50_50,PSV Eindhoven,Ajax,0.4369,0.2715,0.2916,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_50_50,Ajax,For Sittard,0.9514,0.0367,0.0119,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_50_50,PSV Eindhoven,Groningen,0.663,0.2553,0.0817,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_50_50,Feyenoord,AZ Alkmaar,0.434,0.2803,0.2857,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_50_50,FC Emmen,Den Haag,0.3176,0.2755,0.4069,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_50_50,VVV Venlo,Heerenveen,0.37,0.2799,0.3501,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_50_50,Ajax,Groningen,0.7408,0.1877,0.0715,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_50_50,For Sittard,Sparta Rotterdam,0.1298,0.1766,0.6936,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_50_50,Waalwijk,Vitesse,0.1155,0.1749,0.7095,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_50_50,Utrecht,Willem II,0.5982,0.2152,0.1866,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_50_50,Zwolle,PSV Eindhoven,0.1075,0.2054,0.6871,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_50_50,AZ Alkmaar,Heracles,0.6416,0.2253,0.1331,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_50_50,Feyenoord,Twente,0.622,0.2126,0.1655,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-09-01,2019-2020,Weight_60_40,Twente,Utrecht,0.345,0.2666,0.3884,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_60_40,Sparta Rotterdam,Ajax,0.2345,0.2163,0.5493,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_60_40,Vitesse,AZ Alkmaar,0.4608,0.2828,0.2564,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_60_40,Willem II,Feyenoord,0.2703,0.2363,0.4935,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_60_40,Waalwijk,PSV Eindhoven,0.0486,0.1261,0.8253,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_60_40,Ajax,Heerenveen,0.8487,0.103,0.0483,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_60_40,AZ Alkmaar,Sparta Rotterdam,0.4314,0.2754,0.2932,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_60_40,VVV Venlo,Groningen,0.2946,0.3488,0.3566,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_60_40,PSV Eindhoven,Vitesse,0.6225,0.2382,0.1393,0,1.43,4.79,7.4,1.38,5.16,8.05
2019-09-14,2019-2020,Weight_60_40,Utrecht,FC Emmen,0.6587,0.2057,0.1356,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_60_40,For Sittard,Twente,0.2782,0.2528,0.469,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_60_40,Heracles,Willem II,0.4394,0.2531,0.3075,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_60_40,Zwolle,Waalwijk,0.6441,0.1953,0.1606,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_60_40,Feyenoord,Den Haag,0.64,0.2046,0.1553,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_60_40,Twente,Heracles,0.4876,0.2553,0.2571,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_60_40,Sparta Rotterdam,Waalwijk,0.8266,0.1129,0.0605,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_60_40,Groningen,Zwolle,0.4605,0.3153,0.2241,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_60_40,Willem II,VVV Venlo,0.5029,0.2542,0.2429,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_60_40,Vitesse,For Sittard,0.8178,0.1239,0.0583,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_60_40,Heerenveen,Utrecht,0.3501,0.2649,0.385,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_60_40,FC Emmen,Feyenoord,0.1998,0.23,0.5702,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_60_40,Den Haag,AZ Alkmaar,0.2759,0.288,0.4361,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_60_40,PSV Eindhoven,Ajax,0.4413,0.2724,0.2863,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_60_40,Ajax,For Sittard,0.9467,0.0401,0.0132,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_60_40,PSV Eindhoven,Groningen,0.66,0.2561,0.0839,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_60_40,Feyenoord,AZ Alkmaar,0.4428,0.2727,0.2846,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_60_40,FC Emmen,Den Haag,0.3444,0.2762,0.3794,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_60_40,VVV Venlo,Heerenveen,0.363,0.2787,0.3583,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_60_40,Ajax,Groningen,0.7305,0.1937,0.0758,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_60_40,For Sittard,Sparta Rotterdam,0.1436,0.1877,0.6687,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_60_40,Waalwijk,Vitesse,0.1274,0.1832,0.6894,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_60_40,Utrecht,Willem II,0.5906,0.2208,0.1887,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_60_40,Zwolle,PSV Eindhoven,0.1103,0.2063,0.6833,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_60_40,AZ Alkmaar,Heracles,0.6324,0.2274,0.1402,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_60_40,Feyenoord,Twente,0.6357,0.2062,0.1581,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-09-01,2019-2020,Weight_70_30,Twente,Utrecht,0.3299,0.2689,0.4012,0,3.63,4.04,1.96,4.87,4.16,1.69
2019-09-01,2019-2020,Weight_70_30,Sparta Rotterdam,Ajax,0.2268,0.2186,0.5546,2,9.27,6.3,1.29,9.13,6.68,1.28
2019-09-01,2019-2020,Weight_70_30,Vitesse,AZ Alkmaar,0.4658,0.2798,0.2544,0,2.35,3.74,2.92,2.83,3.81,2.39
2019-09-01,2019-2020,Weight_70_30,Willem II,Feyenoord,0.2776,0.2372,0.4852,2,3.82,3.86,1.95,4.36,4.19,1.76
2019-09-01,2019-2020,Weight_70_30,Waalwijk,PSV Eindhoven,0.0525,0.1314,0.816,2,11.63,7.05,1.23,10.76,6.6,1.25
2019-09-14,2019-2020,Weight_70_30,Ajax,Heerenveen,0.8417,0.1069,0.0514,0,1.14,8.7,17.27,1.11,10.3,20.04
2019-09-14,2019-2020,Weight_70_30,AZ Alkmaar,Sparta Rotterdam,0.4375,0.2745,0.288,0,1.53,4.65,5.82,1.57,4.5,5.57
2019-09-14,2019-2020,Weight_70_30,VVV Venlo,Groningen,0.2876,0.3475,0.3649,0,3.01,3.32,2.49,3.08,3.37,2.42
2019-09-14,2019-2020,Weight_70_30,PSV Eindhoven,Vitesse,0.6285,0.2358,0.1357,0,1.43,4.79,7.4,1.38,5.16,8.05
2019-09-14,2019-2020,Weight_70_30,Utrecht,FC Emmen,0.6471,0.2096,0.1433,0,1.34,6.09,7.72,1.27,6.71,9.43
2019-09-15,2019-2020,Weight_70_30,For Sittard,Twente,0.2997,0.2581,0.4423,2,3.12,3.88,2.19,3.31,3.95,2.08
2019-09-15,2019-2020,Weight_70_30,Heracles,Willem II,0.4409,0.2562,0.303,0,2.14,3.94,3.19,2.09,3.85,3.37
2019-09-15,2019-2020,Weight_70_30,Zwolle,Waalwijk,0.6379,0.1962,0.1659,0,1.65,4.45,4.85,1.65,4.37,4.91
2019-09-15,2019-2020,Weight_70_30,Feyenoord,Den Haag,0.6532,0.1985,0.1483,0,1.26,6.19,11.58,1.29,6.1,9.88
2019-09-20,2019-2020,Weight_70_30,Twente,Heracles,0.4643,0.2611,0.2746,2,2.46,3.82,2.73,2.59,3.77,2.61
2019-09-21,2019-2020,Weight_70_30,Sparta Rotterdam,Waalwijk,0.8023,0.1263,0.0714,0,1.53,4.51,6.01,1.4,5.51,6.79
2019-09-21,2019-2020,Weight_70_30,Groningen,Zwolle,0.4658,0.3114,0.2228,0,1.89,3.82,4.09,1.85,3.76,4.36
2019-09-21,2019-2020,Weight_70_30,Willem II,VVV Venlo,0.5033,0.2579,0.2388,0,1.7,4.25,4.65,1.71,4.14,4.71
2019-09-21,2019-2020,Weight_70_30,Vitesse,For Sittard,0.8079,0.1295,0.0626,0,1.31,6.26,8.53,1.22,7.56,10.69
2019-09-22,2019-2020,Weight_70_30,Heerenveen,Utrecht,0.3585,0.2641,0.3774,1,3.25,3.9,2.12,3.28,4.02,2.08
2019-09-22,2019-2020,Weight_70_30,FC Emmen,Feyenoord,0.2143,0.2289,0.5569,1,6.76,4.76,1.47,6.23,5.04,1.47
2019-09-22,2019-2020,Weight_70_30,Den Haag,AZ Alkmaar,0.2708,0.2859,0.4433,2,5.21,4.75,1.57,5.54,4.82,1.53
2019-09-22,2019-2020,Weight_70_30,PSV Eindhoven,Ajax,0.4457,0.2734,0.281,1,2.88,3.99,2.29,3.12,4.09,2.13
2019-09-25,2019-2020,Weight_70_30,Ajax,For Sittard,0.9416,0.0438,0.0146,0,1.04,17.49,33.28,1.04,16.43,38.52
2019-09-25,2019-2020,Weight_70_30,PSV Eindhoven,Groningen,0.6569,0.257,0.0861,0,1.24,6.86,11.03,1.36,5.22,8.77
2019-09-26,2019-2020,Weight_70_30,Feyenoord,AZ Alkmaar,0.4514,0.2653,0.2834,2,2.17,3.79,3.23,2.19,3.72,3.23
2019-09-27,2019-2020,Weight_70_30,FC Emmen,Den Haag,0.3721,0.2756,0.3523,0,2.13,3.9,3.24,2.11,3.94,3.25
2019-09-28,2019-2020,Weight_70_30,VVV Venlo,Heerenveen,0.3559,0.2776,0.3665,2,3.4,3.69,2.13,3.54,3.92,2.01
2019-09-28,2019-2020,Weight_70_30,Ajax,Groningen,0.7199,0.1998,0.0803,0,1.14,8.29,18.8,1.12,9.55,20.33
2019-09-28,2019-2020,Weight_70_30,For Sittard,Sparta Rotterdam,0.1582,0.1986,0.6431,1,3.82,3.94,1.93,3.93,4.4,1.8
2019-09-29,2019-2020,Weight_70_30,Waalwijk,Vitesse,0.1399,0.1913,0.6688,2,5.84,4.41,1.56,5.45,4.73,1.55
2019-09-29,2019-2020,Weight_70_30,Utrecht,Willem II,0.5828,0.2265,0.1907,0,1.54,4.32,6.32,1.66,3.94,5.51
2019-09-29,2019-2020,Weight_70_30,Zwolle,PSV Eindhoven,0.1131,0.2072,0.6797,2,7.18,5.15,1.41,7.69,6.04,1.34
2019-09-29,2019-2020,Weight_70_30,AZ Alkmaar,Heracles,0.6233,0.2294,0.1474,0,1.56,4.44,5.76,1.52,4.61,6.14
2019-09-29,2019-2020,Weight_70_30,Feyenoord,Twente,0.6495,0.1999,0.1506,0,1.44,5.02,6.78,1.35,5.59,8.27
2019-10-04,2019-2020,Weight_0_100,Groningen,Waalwijk,0.7135,0.2143,0.0722,0,1.4,5.2,7.42,1.43,5.09,6.93
2019-10-05,2019-2020,Weight_0_100,Heerenveen,Zwolle,0.5962,0.2327,0.1711,0,1.68,4.35,4.66,1.59,4.59,5.2
2019-10-05,2019-2020,Weight_0_100,Vitesse,Utrecht,0.5478,0.2361,0.2161,0,2.39,3.81,2.82,2.43,3.77,2.79
2019-10-05,2019-2020,Weight_0_100,Sparta Rotterdam,Twente,0.602,0.1863,0.2117,0,1.79,4.23,4.12,1.87,4.19,3.83
2019-10-05,2019-2020,Weight_0_100,Heracles,FC Emmen,0.6052,0.2211,0.1737,0,1.63,4.44,5.03,1.64,4.4,4.97
2019-10-06,2019-2020,Weight_0_100,Den Haag,Ajax,0.0801,0.1509,0.769,2,19.97,10.27,1.12,21.42,10.9,1.1
2019-10-06,2019-2020,Weight_0_100,For Sittard,Feyenoord,0.1601,0.2111,0.6288,0,7.29,5.45,1.39,8.81,6.65,1.28
2019-10-06,2019-2020,Weight_0_100,PSV Eindhoven,VVV Venlo,0.9216,0.0663,0.0121,0,1.11,9.89,24.73,1.16,7.89,16.77
2019-10-06,2019-2020,Weight_0_100,Willem II,AZ Alkmaar,0.1038,0.2474,0.6488,1,4.26,4.14,1.78,4.28,4.12,1.79
2019-10-19,2019-2020,Weight_0_100,AZ Alkmaar,Heerenveen,0.7087,0.2204,0.0708,2,1.59,4.25,5.76,1.42,5.02,7.31
2019-10-19,2019-2020,Weight_0_100,Waalwijk,Ajax,0.0087,0.0331,0.9581,2,29.56,13.69,1.07,32.95,15.38,1.06
2019-10-19,2019-2020,Weight_0_100,Twente,Willem II,0.6046,0.2014,0.194,2,2.44,3.87,2.72,2.63,3.72,2.59
2019-10-19,2019-2020,Weight_0_100,Utrecht,PSV Eindhoven,0.137,0.2518,0.6111,0,3.43,3.59,2.15,3.38,3.92,2.07
2019-10-19,2019-2020,Weight_0_100,VVV Venlo,Vitesse,0.1992,0.236,0.5648,2,4.55,3.89,1.79,4.44,3.85,1.81
2019-10-20,2019-2020,Weight_0_100,Feyenoord,Heracles,0.644,0.1996,0.1564,1,1.44,5.02,6.74,1.34,5.68,8.19
2019-10-20,2019-2020,Weight_0_100,Groningen,Sparta Rotterdam,0.3898,0.3354,0.2748,0,2.11,3.87,3.3,2.11,3.76,3.39
2019-10-20,2019-2020,Weight_0_100,FC Emmen,For Sittard,0.5848,0.2345,0.1807,0,1.76,4.37,4.14,1.64,4.79,4.54
2019-10-20,2019-2020,Weight_0_100,Zwolle,Den Haag,0.3974,0.2531,0.3495,0,2.02,3.88,3.56,2.22,3.63,3.24
2019-10-25,2019-2020,Weight_0_100,Twente,FC Emmen,0.6133,0.1937,0.193,0,1.81,4.02,4.28,1.96,3.83,3.81
2019-10-26,2019-2020,Weight_0_100,Willem II,Waalwijk,0.7189,0.1787,0.1024,0,1.49,4.4,7.15,1.54,4.37,6.25
2019-10-26,2019-2020,Weight_0_100,For Sittard,VVV Venlo,0.4147,0.2821,0.3032,0,2.37,3.88,2.82,2.18,3.73,3.24
2019-10-26,2019-2020,Weight_0_100,Vitesse,Den Haag,0.6564,0.1972,0.1464,2,1.45,4.69,7.28,1.42,5.01,7.17
2019-10-26,2019-2020,Weight_0_100,Heracles,Zwolle,0.6177,0.2048,0.1775,0,1.71,4.16,4.68,1.76,4.01,4.57
2019-10-27,2019-2020,Weight_0_100,Heerenveen,Groningen,0.4063,0.3672,0.2265,1,2.06,3.54,3.77,2.16,3.48,3.5
2019-10-27,2019-2020,Weight_0_100,PSV Eindhoven,AZ Alkmaar,0.4952,0.333,0.1718,2,1.81,3.74,4.58,2.07,3.59,3.67
2019-10-27,2019-2020,Weight_0_100,Sparta Rotterdam,Utrecht,0.4389,0.2577,0.3033,2,3.28,3.99,2.09,3.32,3.97,2.08
2019-10-27,2019-2020,Weight_0_100,Ajax,Feyenoord,0.8343,0.1118,0.0539,0,1.27,6.41,10.1,1.23,7.35,10.68
2019-10-04,2019-2020,Weight_10_90,Groningen,Waalwijk,0.7051,0.2177,0.0773,0,1.4,5.2,7.42,1.43,5.09,6.93
2019-10-05,2019-2020,Weight_10_90,Heerenveen,Zwolle,0.5958,0.2304,0.1738,0,1.68,4.35,4.66,1.59,4.59,5.2
2019-10-05,2019-2020,Weight_10_90,Vitesse,Utrecht,0.5414,0.2391,0.2195,0,2.39,3.81,2.82,2.43,3.77,2.79
2019-10-05,2019-2020,Weight_10_90,Sparta Rotterdam,Twente,0.6101,0.1888,0.2011,0,1.79,4.23,4.12,1.87,4.19,3.83
2019-10-05,2019-2020,Weight_10_90,Heracles,FC Emmen,0.598,0.2234,0.1787,0,1.63,4.44,5.03,1.64,4.4,4.97
2019-10-06,2019-2020,Weight_10_90,Den Haag,Ajax,0.0798,0.1519,0.7683,2,19.97,10.27,1.12,21.42,10.9,1.1
2019-10-06,2019-2020,Weight_10_90,For Sittard,Feyenoord,0.1635,0.2104,0.6262,0,7.29,5.45,1.39,8.81,6.65,1.28
2019-10-06,2019-2020,Weight_10_90,PSV Eindhoven,VVV Venlo,0.9181,0.0689,0.013,0,1.11,9.89,24.73,1.16,7.89,16.77
2019-10-06,2019-2020,Weight_10_90,Willem II,AZ Alkmaar,0.1159,0.255,0.6291,1,4.26,4.14,1.78,4.28,4.12,1.79
2019-10-19,2019-2020,Weight_10_90,AZ Alkmaar,Heerenveen,0.7001,0.2223,0.0776,2,1.59,4.25,5.76,1.42,5.02,7.31
2019-10-19,2019-2020,Weight_10_90,Waalwijk,Ajax,0.011,0.0389,0.9501,2,29.56,13.69,1.07,32.95,15.38,1.06
2019-10-19,2019-2020,Weight_10_90,Twente,Willem II,0.5757,0.2135,0.2108,2,2.44,3.87,2.72,2.63,3.72,2.59
2019-10-19,2019-2020,Weight_10_90,Utrecht,PSV Eindhoven,0.1404,0.2521,0.6076,0,3.43,3.59,2.15,3.38,3.92,2.07
2019-10-19,2019-2020,Weight_10_90,VVV Venlo,Vitesse,0.2024,0.2395,0.5581,2,4.55,3.89,1.79,4.44,3.85,1.81
2019-10-20,2019-2020,Weight_10_90,Feyenoord,Heracles,0.6475,0.1979,0.1546,1,1.44,5.02,6.74,1.34,5.68,8.19
2019-10-20,2019-2020,Weight_10_90,Groningen,Sparta Rotterdam,0.3949,0.3343,0.2708,0,2.11,3.87,3.3,2.11,3.76,3.39
2019-10-20,2019-2020,Weight_10_90,FC Emmen,For Sittard,0.5794,0.2348,0.1858,0,1.76,4.37,4.14,1.64,4.79,4.54
2019-10-20,2019-2020,Weight_10_90,Zwolle,Den Haag,0.4053,0.2535,0.3413,0,2.02,3.88,3.56,2.22,3.63,3.24
2019-10-25,2019-2020,Weight_10_90,Twente,FC Emmen,0.591,0.2027,0.2062,0,1.81,4.02,4.28,1.96,3.83,3.81
2019-10-26,2019-2020,Weight_10_90,Willem II,Waalwijk,0.7007,0.1871,0.1122,0,1.49,4.4,7.15,1.54,4.37,6.25
2019-10-26,2019-2020,Weight_10_90,For Sittard,VVV Venlo,0.42,0.2806,0.2994,0,2.37,3.88,2.82,2.18,3.73,3.24
2019-10-26,2019-2020,Weight_10_90,Vitesse,Den Haag,0.6541,0.1999,0.146,2,1.45,4.69,7.28,1.42,5.01,7.17
2019-10-26,2019-2020,Weight_10_90,Heracles,Zwolle,0.6103,0.2069,0.1828,0,1.71,4.16,4.68,1.76,4.01,4.57
2019-10-27,2019-2020,Weight_10_90,Heerenveen,Groningen,0.4018,0.3631,0.235,1,2.06,3.54,3.77,2.16,3.48,3.5
2019-10-27,2019-2020,Weight_10_90,PSV Eindhoven,AZ Alkmaar,0.5132,0.3211,0.1658,2,1.81,3.74,4.58,2.07,3.59,3.67
2019-10-27,2019-2020,Weight_10_90,Sparta Rotterdam,Utrecht,0.4394,0.2599,0.3007,2,3.28,3.99,2.09,3.32,3.97,2.08
2019-10-27,2019-2020,Weight_10_90,Ajax,Feyenoord,0.8281,0.115,0.0569,0,1.27,6.41,10.1,1.23,7.35,10.68
2019-10-04,2019-2020,Weight_20_80,Groningen,Waalwijk,0.6955,0.2216,0.0829,0,1.4,5.2,7.42,1.43,5.09,6.93
2019-10-05,2019-2020,Weight_20_80,Heerenveen,Zwolle,0.5952,0.228,0.1768,0,1.68,4.35,4.66,1.59,4.59,5.2
2019-10-05,2019-2020,Weight_20_80,Vitesse,Utrecht,0.5349,0.2421,0.2231,0,2.39,3.81,2.82,2.43,3.77,2.79
2019-10-05,2019-2020,Weight_20_80,Sparta Rotterdam,Twente,0.6183,0.1913,0.1904,0,1.79,4.23,4.12,1.87,4.19,3.83
2019-10-05,2019-2020,Weight_20_80,Heracles,FC Emmen,0.5907,0.2256,0.1837,0,1.63,4.44,5.03,1.64,4.4,4.97
2019-10-06,2019-2020,Weight_20_80,Den Haag,Ajax,0.0794,0.153,0.7676,2,19.97,10.27,1.12,21.42,10.9,1.1
2019-10-06,2019-2020,Weight_20_80,For Sittard,Feyenoord,0.1669,0.2096,0.6235,0,7.29,5.45,1.39,8.81,6.65,1.28
2019-10-06,2019-2020,Weight_20_80,PSV Eindhoven,VVV Venlo,0.9144,0.0716,0.0141,0,1.11,9.89,24.73,1.16,7.89,16.77
2019-10-06,2019-2020,Weight_20_80,Willem II,AZ Alkmaar,0.1285,0.2621,0.6093,1,4.26,4.14,1.78,4.28,4.12,1.79
2019-10-19,2019-2020,Weight_20_80,AZ Alkmaar,Heerenveen,0.6913,0.224,0.0846,2,1.59,4.25,5.76,1.42,5.02,7.31
2019-10-19,2019-2020,Weight_20_80,Waalwijk,Ajax,0.0139,0.0456,0.9405,2,29.56,13.69,1.07,32.95,15.38,1.06
2019-10-19,2019-2020,Weight_20_80,Twente,Willem II,0.5459,0.2255,0.2286,2,2.44,3.87,2.72,2.63,3.72,2.59
2019-10-19,2019-2020,Weight_20_80,Utrecht,PSV Eindhoven,0.1438,0.2522,0.604,0,3.43,3.59,2.15,3.38,3.92,2.07
2019-10-19,2019-2020,Weight_20_80,VVV Venlo,Vitesse,0.2057,0.243,0.5513,2,4.55,3.89,1.79,4.44,3.85,1.81
2019-10-20,2019-2020,Weight_20_80,Feyenoord,Heracles,0.651,0.1962,0.1528,1,1.44,5.02,6.74,1.34,5.68,8.19
2019-10-20,2019-2020,Weight_20_80,Groningen,Sparta Rotterdam,0.3996,0.3332,0.2672,0,2.11,3.87,3.3,2.11,3.76,3.39
2019-10-20,2019-2020,Weight_20_80,FC Emmen,For Sittard,0.5741,0.2349,0.191,0,1.76,4.37,4.14,1.64,4.79,4.54
2019-10-20,2019-2020,Weight_20_80,Zwolle,Den Haag,0.4134,0.2537,0.333,0,2.02,3.88,3.56,2.22,3.63,3.24
2019-10-25,2019-2020,Weight_20_80,Twente,FC Emmen,0.5679,0.2118,0.2203,0,1.81,4.02,4.28,1.96,3.83,3.81
2019-10-26,2019-2020,Weight_20_80,Willem II,Waalwijk,0.6817,0.1956,0.1227,0,1.49,4.4,7.15,1.54,4.37,6.25
2019-10-26,2019-2020,Weight_20_80,For Sittard,VVV Venlo,0.4252,0.2791,0.2957,0,2.37,3.88,2.82,2.18,3.73,3.24
2019-10-26,2019-2020,Weight_20_80,Vitesse,Den Haag,0.6517,0.2026,0.1457,2,1.45,4.69,7.28,1.42,5.01,7.17
2019-10-26,2019-2020,Weight_20_80,Heracles,Zwolle,0.6027,0.209,0.1883,0,1.71,4.16,4.68,1.76,4.01,4.57
2019-10-27,2019-2020,Weight_20_80,Heerenveen,Groningen,0.3973,0.359,0.2437,1,2.06,3.54,3.77,2.16,3.48,3.5
2019-10-27,2019-2020,Weight_20_80,PSV Eindhoven,AZ Alkmaar,0.5302,0.3096,0.1601,2,1.81,3.74,4.58,2.07,3.59,3.67
2019-10-27,2019-2020,Weight_20_80,Sparta Rotterdam,Utrecht,0.4399,0.2621,0.2979,2,3.28,3.99,2.09,3.32,3.97,2.08
2019-10-27,2019-2020,Weight_20_80,Ajax,Feyenoord,0.8217,0.1182,0.06,0,1.27,6.41,10.1,1.23,7.35,10.68
2019-10-04,2019-2020,Weight_30_70,Groningen,Waalwijk,0.6849,0.226,0.0891,0,1.4,5.2,7.42,1.43,5.09,6.93
2019-10-05,2019-2020,Weight_30_70,Heerenveen,Zwolle,0.5944,0.2258,0.1798,0,1.68,4.35,4.66,1.59,4.59,5.2
2019-10-05,2019-2020,Weight_30_70,Vitesse,Utrecht,0.5284,0.245,0.2266,0,2.39,3.81,2.82,2.43,3.77,2.79
2019-10-05,2019-2020,Weight_30_70,Sparta Rotterdam,Twente,0.6267,0.1937,0.1796,0,1.79,4.23,4.12,1.87,4.19,3.83
2019-10-05,2019-2020,Weight_30_70,Heracles,FC Emmen,0.5833,0.2277,0.189,0,1.63,4.44,5.03,1.64,4.4,4.97
2019-10-06,2019-2020,Weight_30_70,Den Haag,Ajax,0.0791,0.154,0.7669,2,19.97,10.27,1.12,21.42,10.9,1.1
2019-10-06,2019-2020,Weight_30_70,For Sittard,Feyenoord,0.1704,0.2088,0.6208,0,7.29,5.45,1.39,8.81,6.65,1.28
2019-10-06,2019-2020,Weight_30_70,PSV Eindhoven,VVV Venlo,0.9106,0.0742,0.0152,0,1.11,9.89,24.73,1.16,7.89,16.77
